"","country","track.name","chart_number","track.popularity","artist.name","track.album.name","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type"
"941","Italy","Barcellona",10,69,"Ghali","DNA Deluxe X",0.678,0.542,4,-9.587,0,0.212,0.156,0,0.158,0.287,89.912,"audio_features"
"942","Italy","Therefore I Am",9,95,"Billie Eilish","Therefore I Am",0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,"audio_features"
"943","Italy","Male",8,76,"Sfera Ebbasta","Famoso",0.598,0.687,9,-6.444,0,0.0341,0.0113,0,0.289,0.422,157.001,"audio_features"
"944","Italy","Salam Alaikum (feat. 7ari & Steve Aoki)",7,74,"Sfera Ebbasta","Famoso",0.82,0.628,1,-5.8,0,0.0683,0.0402,0.0262,0.0935,0.495,110.002,"audio_features"
"945","Italy","Superclassico",6,78,"Ernia","Gemelli",0.623,0.663,11,-6.458,1,0.142,0.0624,4.49e-06,0.0922,0.346,149.91,"audio_features"
"946","Italy","Head & Heart (feat. MNEK)",5,93,"Joel Corry","Head & Heart (feat. MNEK)",0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,"audio_features"
"947","Italy","Crepe",4,73,"Irama","Crepe",0.698,0.886,7,-4.184,1,0.0447,0.122,0,0.354,0.562,101.981,"audio_features"
"948","Italy","Scrivile Scemo",3,65,"Pinguini Tattici Nucleari","AHIA!",0.617,0.916,9,-3.538,1,0.0317,0.123,0,0.183,0.552,135.091,"audio_features"
"949","Italy","Te lo prometto",2,72,"Il Tre","Te lo prometto",0.804,0.841,10,-5.106,0,0.195,0.144,0,0.248,0.637,121.949,"audio_features"
"950","Italy","Pasticche (feat. Capo Plaza)",1,70,"VillaBanks","El Puto Mundo",0.725,0.781,8,-7.035,0,0.0611,0.0153,9.66e-06,0.0686,0.397,130.986,"audio_features"
"951","Latvia","Do They Know It's Christmas? - 1984 Version",50,84,"Band Aid","Do They Know It's Christmas?",0.599,0.642,0,-6.936,1,0.0363,0.164,3.33e-05,0.0992,0.349,115.412,"audio_features"
"952","Latvia","All I Want for Christmas Is You",49,95,"Mariah Carey","Merry Christmas",0.336,0.627,7,-7.463,1,0.0384,0.164,0,0.0708,0.35,150.273,"audio_features"
"953","Latvia","Santa Tell Me",48,93,"Ariana Grande","Santa Tell Me",0.525,0.621,7,-7.364,1,0.116,0.0489,0,0.294,0.591,191.9,"audio_features"
"954","Latvia","It's Beginning to Look a Lot like Christmas",47,73,"Michael Bublé","Christmas",0.339,0.214,4,-11.714,1,0.0375,0.908,7.47e-06,0.341,0.363,94.775,"audio_features"
"955","Latvia","For The Night (feat. Lil Baby & DaBaby)",46,94,"Pop Smoke","Shoot For The Stars Aim For The Moon",0.823,0.586,6,-6.606,0,0.2,0.114,0,0.193,0.347,125.971,"audio_features"
"956","Latvia","Blinding Lights",45,96,"The Weeknd","After Hours",0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,"audio_features"
"957","Latvia","Roses - Imanbek Remix",44,65,"SAINt JHN","While The World Was Burning",0.769,0.719,8,-5.472,1,0.0474,0.0143,0.00777,0.359,0.863,121.955,"audio_features"
"958","Latvia","Снова я напиваюсь",43,73,"SLAVA MARLOW","Снова я напиваюсь",0.893,0.53,8,-6.299,1,0.0398,0.12,1.46e-06,0.117,0.617,104.037,"audio_features"
"959","Latvia","Draugs mans",42,45,"$ourJ","MIDWAVY",0.749,0.453,11,-14.685,0,0.121,0.479,0,0.0894,0.6,150.028,"audio_features"
"960","Latvia","Monster (Shawn Mendes & Justin Bieber)",41,74,"Shawn Mendes","Wonder",0.64,0.392,2,-7.246,0,0.0574,0.0593,0,0.0839,0.502,145.838,"audio_features"
"961","Latvia","It's the Most Wonderful Time of the Year",40,66,"Andy Williams","The Andy Williams Christmas Album",0.234,0.526,2,-11.656,1,0.0411,0.871,2.34e-06,0.122,0.649,201.739,"audio_features"
"962","Latvia","What You Know Bout Love",39,95,"Pop Smoke","Shoot For The Stars Aim For The Moon",0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,"audio_features"
"963","Latvia","WITHOUT YOU",38,86,"The Kid LAROI","F*CK LOVE (SAVAGE)",0.662,0.413,0,-7.357,1,0.0299,0.213,0,0.134,0.467,93.005,"audio_features"
"964","Latvia","Rockin' Around The Christmas Tree",37,92,"Brenda Lee","Merry Christmas From Brenda Lee",0.589,0.472,8,-8.749,1,0.0502,0.614,0,0.505,0.898,67.196,"audio_features"
"965","Latvia","Last Christmas",36,85,"Wham!","LAST CHRISTMAS",0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,"audio_features"
"966","Latvia","Sweater Weather",35,88,"The Neighbourhood","I Love You.",0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,"audio_features"
"967","Latvia","Let It Snow! Let It Snow! Let It Snow!",34,89,"Dean Martin","A Winter Romance",0.451,0.24,1,-14.014,1,0.0351,0.912,2.45e-06,0.175,0.701,134.009,"audio_features"
"968","Latvia","Быстро",33,71,"SLAVA MARLOW","АРТЁМ",0.832,0.728,8,-4.288,0,0.118,0.0283,0,0.0402,0.825,150.303,"audio_features"
"969","Latvia","Star Shopping",32,86,"Lil Peep","Star Shopping",0.585,0.471,4,-9.934,0,0.0616,0.0967,0.0184,0.115,0.323,93.099,"audio_features"
"970","Latvia","positions",31,97,"Ariana Grande","Positions",0.737,0.802,0,-4.771,1,0.0878,0.468,0,0.0931,0.682,144.015,"audio_features"
"971","Latvia","HIGHEST IN THE ROOM",30,88,"Travis Scott","HIGHEST IN THE ROOM",0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,"audio_features"
"972","Latvia","Окей",29,69,"Tima Belorusskih","Окей",0.792,0.441,2,-7.005,1,0.331,0.778,0,0.111,0.569,79.958,"audio_features"
"973","Latvia","Underneath the Tree",28,87,"Kelly Clarkson","Wrapped In Red",0.509,0.812,8,-5.438,1,0.0537,0.0013,1.99e-05,0.214,0.689,159.876,"audio_features"
"974","Latvia","Feliz Navidad",27,67,"José Feliciano","My Name Is José Feliciano",0.514,0.818,2,-9.642,1,0.0451,0.406,1.93e-06,0.299,0.967,148.733,"audio_features"
"975","Latvia","Mood (feat. iann dior)",26,98,"24kGoldn","Mood (feat. iann dior)",0.7,0.722,7,-3.558,0,0.0369,0.221,0,0.272,0.756,90.989,"audio_features"
"976","Latvia","you broke me first",25,94,"Tate McRae","you broke me first",0.642,0.374,4,-9.386,1,0.0545,0.786,0,0.0906,0.0799,124.099,"audio_features"
"977","Latvia","El Problema - prod. SLAVA MARLOW",24,69,"MORGENSHTERN","El Problema (prod. SLAVA MARLOW)",0.952,0.643,3,-4.532,0,0.05,0.0324,0.00352,0.183,0.37,106.994,"audio_features"
"978","Latvia","Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)",23,88,"Frank Sinatra","Christmas Songs by Sinatra",0.652,0.259,2,-13.336,1,0.0595,0.903,0,0.362,0.836,142.169,"audio_features"
"979","Latvia","WAP (feat. Megan Thee Stallion)",22,95,"Cardi B","WAP (feat. Megan Thee Stallion)",0.935,0.454,1,-7.509,1,0.375,0.0194,0,0.0824,0.357,133.073,"audio_features"
"980","Latvia","Heather",21,93,"Conan Gray","Kid Krow",0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078,"audio_features"
"981","Latvia","По Глазам",20,72,"SLAVA MARLOW","АРТЁМ",0.551,0.632,8,-5.873,0,0.258,0.15,0.0113,0.559,0.333,75.905,"audio_features"
"982","Latvia","Therefore I Am",19,95,"Billie Eilish","Therefore I Am",0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,"audio_features"
"983","Latvia","Daddy Issues",18,86,"The Neighbourhood","Wiped Out!",0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,"audio_features"
"984","Latvia","Whoopty",17,90,"CJ","Whoopty",0.711,0.598,3,-7.621,0,0.182,0.19,0,0.15,0.737,140.175,"audio_features"
"985","Latvia","No Role Modelz",16,84,"J. Cole","2014 Forest Hills Drive",0.692,0.521,10,-8.465,0,0.33,0.301,0,0.0565,0.463,100.45,"audio_features"
"986","Latvia","Head & Heart (feat. MNEK)",15,93,"Joel Corry","Head & Heart (feat. MNEK)",0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,"audio_features"
"987","Latvia","The Business",14,88,"Tiësto","The Business",0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,"audio_features"
"988","Latvia","Deep End",13,88,"Fousheé","Deep End",0.711,0.592,4,-7.136,0,0.23,0.758,0,0.156,0.535,124.749,"audio_features"
"989","Latvia","34+35",12,94,"Ariana Grande","Positions",0.83,0.585,0,-6.476,1,0.094,0.237,0,0.248,0.485,109.978,"audio_features"
"990","Latvia","Поболело и прошло",11,66,"HENSY","Поболело и прошло",0.785,0.605,1,-5.939,0,0.0963,0.501,0,0.0738,0.31,84.045,"audio_features"
"991","Latvia","Cadillac",10,69,"MORGENSHTERN","Cadillac",0.957,0.743,2,-3.931,1,0.0611,0.0117,0.257,0.0994,0.673,105.022,"audio_features"
"992","Latvia","Holly Jolly Christmas",9,74,"Michael Bublé","Christmas",0.647,0.465,7,-8.308,1,0.0428,0.865,0,0.0882,0.699,151.251,"audio_features"
"993","Latvia","Watermelon Sugar",8,93,"Harry Styles","Fine Line",0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,"audio_features"
"994","Latvia","HOLIDAY",7,90,"Lil Nas X","HOLIDAY",0.81,0.511,5,-6.924,0,0.164,0.12,0,0.0832,0.837,151.947,"audio_features"
"995","Latvia","E-GIRLS ARE RUINING MY LIFE!",6,86,"CORPSE","E-GIRLS ARE RUINING MY LIFE!",0.614,0.937,1,-7.443,1,0.115,0.00161,0.00136,0.103,0.386,84.98,"audio_features"
"996","Latvia","Sleigh Ride",5,65,"The Ronettes","Sleigh Ride",0.529,0.772,2,-7.013,1,0.0287,0.403,2.21e-06,0.316,0.853,91.751,"audio_features"
"997","Latvia","Lemonade (feat. Gunna, Don Toliver & NAV)",4,90,"Internet Money","B4 The Storm",0.8,0.658,1,-6.142,0,0.079,0.25,0,0.111,0.462,140.042,"audio_features"
"998","Latvia","Jingle Bell Rock",3,87,"Bobby Helms","Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol)",0.754,0.424,2,-8.463,1,0.0363,0.643,0,0.0652,0.806,119.705,"audio_features"
"999","Latvia","Mistletoe",2,88,"Justin Bieber","Under The Mistletoe (Deluxe Edition)",0.657,0.56,6,-9.049,0,0.0467,0.498,0,0.0794,0.854,161.993,"audio_features"
"1000","Latvia","ROCKSTAR (feat. Roddy Ricch)",1,93,"DaBaby","BLAME IT ON BABY",0.746,0.69,11,-7.956,1,0.164,0.247,0,0.101,0.497,89.977,"audio_features"
"1001","Lithuania","All I Want for Christmas Is You",50,95,"Mariah Carey","Merry Christmas",0.336,0.627,7,-7.463,1,0.0384,0.164,0,0.0708,0.35,150.273,"audio_features"
"1002","Lithuania","Santa Tell Me",49,93,"Ariana Grande","Santa Tell Me",0.525,0.621,7,-7.364,1,0.116,0.0489,0,0.294,0.591,191.9,"audio_features"
"1003","Lithuania","It's Beginning to Look a Lot like Christmas",48,73,"Michael Bublé","Christmas",0.339,0.214,4,-11.714,1,0.0375,0.908,7.47e-06,0.341,0.363,94.775,"audio_features"
"1004","Lithuania","Dreams - 2004 Remaster",47,88,"Fleetwood Mac","Rumours (Super Deluxe)",0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,"audio_features"
"1005","Lithuania","For The Night (feat. Lil Baby & DaBaby)",46,94,"Pop Smoke","Shoot For The Stars Aim For The Moon",0.823,0.586,6,-6.606,0,0.2,0.114,0,0.193,0.347,125.971,"audio_features"
"1006","Lithuania","Blinding Lights",45,96,"The Weeknd","After Hours",0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,"audio_features"
"1007","Lithuania","Roses - Imanbek Remix",44,65,"SAINt JHN","While The World Was Burning",0.769,0.719,8,-5.472,1,0.0474,0.0143,0.00777,0.359,0.863,121.955,"audio_features"
"1008","Lithuania","Monster (Shawn Mendes & Justin Bieber)",43,74,"Shawn Mendes","Wonder",0.64,0.392,2,-7.246,0,0.0574,0.0593,0,0.0839,0.502,145.838,"audio_features"
"1009","Lithuania","It's the Most Wonderful Time of the Year",42,66,"Andy Williams","The Andy Williams Christmas Album",0.234,0.526,2,-11.656,1,0.0411,0.871,2.34e-06,0.122,0.649,201.739,"audio_features"
"1010","Lithuania","What You Know Bout Love",41,95,"Pop Smoke","Shoot For The Stars Aim For The Moon",0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,"audio_features"
"1011","Lithuania","Paskambink Man",40,48,"Saulės Kliošas","Paskambink Man",0.765,0.37,10,-10.99,1,0.0407,0.477,0.00348,0.108,0.259,89.983,"audio_features"
"1012","Lithuania","Driving Home for Christmas - 2019 Remaster",39,78,"Chris Rea","Dancing with Strangers (Deluxe Edition, 2019 Remaster)",0.513,0.583,9,-10.863,1,0.038,0.355,1.96e-05,0.18,0.866,180.183,"audio_features"
"1013","Lithuania","Rockin' Around The Christmas Tree",38,92,"Brenda Lee","Merry Christmas From Brenda Lee",0.589,0.472,8,-8.749,1,0.0502,0.614,0,0.505,0.898,67.196,"audio_features"
"1014","Lithuania","Last Christmas",37,85,"Wham!","LAST CHRISTMAS",0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,"audio_features"
"1015","Lithuania","Prisoner (feat. Dua Lipa)",36,81,"Miley Cyrus","Plastic Hearts",0.781,0.67,3,-3.912,0,0.0452,0.0103,0,0.0761,0.595,127.99,"audio_features"
"1016","Lithuania","Sweater Weather",35,88,"The Neighbourhood","I Love You.",0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,"audio_features"
"1017","Lithuania","Let It Snow! Let It Snow! Let It Snow!",34,89,"Dean Martin","A Winter Romance",0.451,0.24,1,-14.014,1,0.0351,0.912,2.45e-06,0.175,0.701,134.009,"audio_features"
"1018","Lithuania","positions",33,97,"Ariana Grande","Positions",0.737,0.802,0,-4.771,1,0.0878,0.468,0,0.0931,0.682,144.015,"audio_features"
"1019","Lithuania","Breaking Me",32,91,"Topic","Breaking Me",0.789,0.72,8,-5.652,0,0.218,0.223,0,0.129,0.664,122.031,"audio_features"
"1020","Lithuania","Underneath the Tree",31,87,"Kelly Clarkson","Wrapped In Red",0.509,0.812,8,-5.438,1,0.0537,0.0013,1.99e-05,0.214,0.689,159.876,"audio_features"
"1021","Lithuania","Feliz Navidad",30,67,"José Feliciano","My Name Is José Feliciano",0.514,0.818,2,-9.642,1,0.0451,0.406,1.93e-06,0.299,0.967,148.733,"audio_features"
"1022","Lithuania","Mood (feat. iann dior)",29,98,"24kGoldn","Mood (feat. iann dior)",0.7,0.722,7,-3.558,0,0.0369,0.221,0,0.272,0.756,90.989,"audio_features"
"1023","Lithuania","you broke me first",28,94,"Tate McRae","you broke me first",0.642,0.374,4,-9.386,1,0.0545,0.786,0,0.0906,0.0799,124.099,"audio_features"
"1024","Lithuania","Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)",27,88,"Frank Sinatra","Christmas Songs by Sinatra",0.652,0.259,2,-13.336,1,0.0595,0.903,0,0.362,0.836,142.169,"audio_features"
"1025","Lithuania","Dynamite",26,90,"BTS","BE",0.746,0.765,6,-4.41,0,0.0993,0.0112,0,0.0936,0.737,114.044,"audio_features"
"1026","Lithuania","Lonely (with benny blanco)",25,95,"Justin Bieber","Lonely (with benny blanco)",0.631,0.239,11,-7.071,0,0.0398,0.864,0,0.116,0.0927,79.859,"audio_features"
"1027","Lithuania","Therefore I Am",24,95,"Billie Eilish","Therefore I Am",0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,"audio_features"
"1028","Lithuania","Take You Dancing",23,91,"Jason Derulo","Take You Dancing",0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,"audio_features"
"1029","Lithuania","Levitating (feat. DaBaby)",22,82,"Dua Lipa","Future Nostalgia",0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,"audio_features"
"1030","Lithuania","Whoopty",21,90,"CJ","Whoopty",0.711,0.598,3,-7.621,0,0.182,0.19,0,0.15,0.737,140.175,"audio_features"
"1031","Lithuania","Baudų Bauda - Dj Karka Remix",20,43,"Šventinis bankuchenas","Nykstančių Liaudies Dainų Remiksai",0.828,0.419,4,-15.019,1,0.186,0.618,0.0037,0.12,0.572,120.039,"audio_features"
"1032","Lithuania","Head & Heart (feat. MNEK)",19,93,"Joel Corry","Head & Heart (feat. MNEK)",0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,"audio_features"
"1033","Lithuania","TIESIOG NEGALIÚ",18,45,"OG Version","MOTYVÃCIJOS TIKSLAI",0.763,0.505,8,-10.553,1,0.136,0.0226,0.000136,0.118,0.297,100.048,"audio_features"
"1034","Lithuania","The Business",17,88,"Tiësto","The Business",0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,"audio_features"
"1035","Lithuania","Paradise (feat. Dermot Kennedy)",16,88,"MEDUZA","Paradise",0.632,0.595,8,-7.644,0,0.0401,0.0689,0,0.209,0.435,124.114,"audio_features"
"1036","Lithuania","Deep End",15,88,"Fousheé","Deep End",0.711,0.592,4,-7.136,0,0.23,0.758,0,0.156,0.535,124.749,"audio_features"
"1037","Lithuania","Head Shoulders Knees & Toes (feat. Norma Jean Martine)",14,84,"Ofenbach","Head Shoulders Knees & Toes (feat. Norma Jean Martine)",0.798,0.828,2,-5.36,1,0.193,0.0247,2.55e-06,0.121,0.6,124.962,"audio_features"
"1038","Lithuania","34+35",13,94,"Ariana Grande","Positions",0.83,0.585,0,-6.476,1,0.094,0.237,0,0.248,0.485,109.978,"audio_features"
"1039","Lithuania","Taip Jau Gavosi",12,46,"Sisters On Wire","Taip Jau Gavosi",0.679,0.627,9,-8.543,0,0.0272,0.13,0.0043,0.153,0.254,97.994,"audio_features"
"1040","Lithuania","Mėlyna Mėlyna",11,47,"Sisters On Wire","Mėlyna Mėlyna",0.609,0.763,8,-6.379,1,0.0241,0.285,0.0191,0.149,0.646,89.991,"audio_features"
"1041","Lithuania","Holly Jolly Christmas",10,74,"Michael Bublé","Christmas",0.647,0.465,7,-8.308,1,0.0428,0.865,0,0.0882,0.699,151.251,"audio_features"
"1042","Lithuania","Watermelon Sugar",9,93,"Harry Styles","Fine Line",0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,"audio_features"
"1043","Lithuania","HOLIDAY",8,90,"Lil Nas X","HOLIDAY",0.81,0.511,5,-6.924,0,0.164,0.12,0,0.0832,0.837,151.947,"audio_features"
"1044","Lithuania","E-GIRLS ARE RUINING MY LIFE!",7,86,"CORPSE","E-GIRLS ARE RUINING MY LIFE!",0.614,0.937,1,-7.443,1,0.115,0.00161,0.00136,0.103,0.386,84.98,"audio_features"
"1045","Lithuania","Sleigh Ride",6,65,"The Ronettes","Sleigh Ride",0.529,0.772,2,-7.013,1,0.0287,0.403,2.21e-06,0.316,0.853,91.751,"audio_features"
"1046","Lithuania","Lemonade (feat. Gunna, Don Toliver & NAV)",5,90,"Internet Money","B4 The Storm",0.8,0.658,1,-6.142,0,0.079,0.25,0,0.111,0.462,140.042,"audio_features"
"1047","Lithuania","Jenny",4,57,"Studio Killers","Studio Killers",0.668,0.799,11,-5.701,1,0.0333,0.00305,0.0148,0.277,0.563,133.929,"audio_features"
"1048","Lithuania","Jingle Bell Rock",3,87,"Bobby Helms","Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol)",0.754,0.424,2,-8.463,1,0.0363,0.643,0,0.0652,0.806,119.705,"audio_features"
"1049","Lithuania","Mistletoe",2,88,"Justin Bieber","Under The Mistletoe (Deluxe Edition)",0.657,0.56,6,-9.049,0,0.0467,0.498,0,0.0794,0.854,161.993,"audio_features"
"1050","Lithuania","ROCKSTAR (feat. Roddy Ricch)",1,93,"DaBaby","BLAME IT ON BABY",0.746,0.69,11,-7.956,1,0.164,0.247,0,0.101,0.497,89.977,"audio_features"
"1051","Luxembourg","Heat Waves",50,72,"Glass Animals","Dreamland (+ Bonus Levels)",0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,"audio_features"
"1052","Luxembourg","Blood // Water",49,82,"grandson","Blood // Water",0.51,0.882,8,-5.659,0,0.159,0.00158,0.00206,0.0764,0.653,154.029,"audio_features"
"1053","Luxembourg","Dirndl Weed",48,72,"Sääftig","Dirndl Weed",0.699,0.536,8,-9.558,1,0.124,0.0763,0,0.184,0.433,140.006,"audio_features"
"1054","Luxembourg","Nightcall",47,70,"Kavinsky","Nightcall",0.532,0.874,9,-5.183,0,0.0482,0.00842,0.012,0.452,0.361,91.038,"audio_features"
"1055","Luxembourg","Said Sum (feat. City Girls & DaBaby) - Remix",46,72,"Moneybagg Yo","Code Red",0.913,0.625,10,-6.901,0,0.334,0.0168,0,0.125,0.298,126.915,"audio_features"
"1056","Luxembourg","Experience",45,75,"Ludovico Einaudi","In A Time Lapse",0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,"audio_features"
"1057","Luxembourg","All We Got (feat. KIDDO)",44,82,"Robin Schulz","All We Got (feat. KIDDO)",0.504,0.76,4,-4.246,1,0.0426,0.286,0,0.151,0.64,183.933,"audio_features"
"1058","Luxembourg","The Power Of Love",43,71,"Frankie Goes To Hollywood","Welcome To The Pleasuredome",0.46,0.162,5,-17.142,0,0.0335,0.376,1.25e-05,0.181,0.102,122.767,"audio_features"
"1059","Luxembourg","Dieu merci",42,67,"Dadju","Poison Ou Antidote (Edition Miel Book)",0.731,0.523,8,-7.183,0,0.0611,0.398,0,0.215,0.83,133.961,"audio_features"
"1060","Luxembourg","Just the Two of Us (feat. Bill Withers)",41,82,"Grover Washington, Jr.","Anthology",0.803,0.488,1,-9.303,1,0.0803,0.576,0.0609,0.0763,0.624,95.771,"audio_features"
"1061","Luxembourg","Goosebumps",40,86,"HVME","Goosebumps",0.767,0.659,1,-7.429,1,0.0444,0.325,0,0.13,0.439,124.946,"audio_features"
"1062","Luxembourg","O Nosso Amor",39,59,"Soraia Ramos","O Nosso Amor",0.54,0.568,1,-9.788,0,0.147,0.641,7.83e-06,0.15,0.408,89.681,"audio_features"
"1063","Luxembourg","WITHOUT YOU",38,86,"The Kid LAROI","F*CK LOVE (SAVAGE)",0.662,0.413,0,-7.357,1,0.0299,0.213,0,0.134,0.467,93.005,"audio_features"
"1064","Luxembourg","Following The Sun",37,66,"SUPER-Hi","Following The Sun",0.733,0.827,6,-4.432,0,0.033,0.394,0.0252,0.136,0.722,127.021,"audio_features"
"1065","Luxembourg","Elbe",36,76,"Bozza","Elbe",0.736,0.559,5,-6.738,0,0.0605,0.108,1.89e-05,0.145,0.131,94.996,"audio_features"
"1066","Luxembourg","Monet",35,75,"Alligatoah","Monet",0.852,0.795,7,-4.142,1,0.0862,0.154,0,0.192,0.931,97.029,"audio_features"
"1067","Luxembourg","Adderall (Corvette Corvette)",34,81,"Popp Hunna","Adderall (Corvette Corvette)",0.913,0.391,4,-11.158,0,0.368,0.272,0,0.0666,0.713,141.05,"audio_features"
"1068","Luxembourg","Drill FR 4",33,64,"Gazo","Drill FR 4",0.751,0.774,3,-5.399,0,0.387,0.188,0,0.24,0.459,137,"audio_features"
"1069","Luxembourg","Fever",32,73,"Dua Lipa","Future Nostalgia",0.868,0.693,6,-7.052,0,0.181,0.0597,0.00399,0.106,0.396,114.999,"audio_features"
"1070","Luxembourg","Ride (avec Leto)",31,52,"Tayc","Fleur froide",0.679,0.691,9,-6.677,0,0.0608,0.33,0,0.29,0.663,101.03,"audio_features"
"1071","Luxembourg","Mood (feat. iann dior)",30,98,"24kGoldn","Mood (feat. iann dior)",0.7,0.722,7,-3.558,0,0.0369,0.221,0,0.272,0.756,90.989,"audio_features"
"1072","Luxembourg","pov",29,90,"Ariana Grande","Positions",0.487,0.534,0,-5.664,0,0.0555,0.36,0,0.1,0.173,131.798,"audio_features"
"1073","Luxembourg","Fairytale of New York (feat. Kirsty MacColl)",28,82,"The Pogues","If I Should Fall from Grace with God (Expanded Edition)",0.271,0.551,2,-7.48,1,0.0457,0.582,4.16e-05,0.256,0.428,78.111,"audio_features"
"1074","Luxembourg","DÁKITI",27,88,"Bad Bunny","EL ÚLTIMO TOUR DEL MUNDO",0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,"audio_features"
"1075","Luxembourg","fools (can't help falling in love) (feat. Sody)",26,70,"Foster","fools (can't help falling in love) (feat. Sody)",0.706,0.604,2,-6.932,1,0.303,0.418,0,0.242,0.361,82.03,"audio_features"
"1076","Luxembourg","About Love - From The Netflix Film “To All The Boys: P.S. I Still Love You”",25,71,"MARINA","About Love (From The Netflix Film “To All The Boys: P.S. I Still Love You”)",0.636,0.758,0,-5.567,1,0.0427,0.331,1.01e-05,0.16,0.281,97.025,"audio_features"
"1077","Luxembourg","Heather",24,93,"Conan Gray","Kid Krow",0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078,"audio_features"
"1078","Luxembourg","Lonely (with benny blanco)",23,95,"Justin Bieber","Lonely (with benny blanco)",0.631,0.239,11,-7.071,0,0.0398,0.864,0,0.116,0.0927,79.859,"audio_features"
"1079","Luxembourg","Therefore I Am",22,95,"Billie Eilish","Therefore I Am",0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,"audio_features"
"1080","Luxembourg","To Build A Home",21,73,"The Cinematic Orchestra","Ma Fleur",0.264,0.122,9,-15.399,1,0.0349,0.885,0.349,0.094,0.0735,148.658,"audio_features"
"1081","Luxembourg","Vou Ficar",20,42,"Sara Carreira","Metade",0.436,0.337,5,-10.536,1,0.0365,0.668,0,0.065,0.363,128.955,"audio_features"
"1082","Luxembourg","Daddy Issues",19,86,"The Neighbourhood","Wiped Out!",0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,"audio_features"
"1083","Luxembourg","JUSQU'ICI TOUT VA BIEN",18,59,"GIMS","LE FLÉAU",0.753,0.506,5,-6.905,0,0.0428,0.408,0,0.0827,0.451,122.991,"audio_features"
"1084","Luxembourg","Whoopty",17,90,"CJ","Whoopty",0.711,0.598,3,-7.621,0,0.182,0.19,0,0.15,0.737,140.175,"audio_features"
"1085","Luxembourg","Cabeza",16,76,"OBOY","Mafana",0.884,0.566,5,-7.398,0,0.046,0.123,3.25e-06,0.106,0.565,106.983,"audio_features"
"1086","Luxembourg","Head & Heart (feat. MNEK)",15,93,"Joel Corry","Head & Heart (feat. MNEK)",0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,"audio_features"
"1087","Luxembourg","Судно (Борис Рижий)",14,77,"Molchat Doma","Этажи",0.484,0.749,1,-4.176,1,0.0687,0.699,0.861,0.105,0.468,160.006,"audio_features"
"1088","Luxembourg","Deep End",13,88,"Fousheé","Deep End",0.711,0.592,4,-7.136,0,0.23,0.758,0,0.156,0.535,124.749,"audio_features"
