"","country","track.name","chart_number","track.popularity","artist.name","track.album.name","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","danceability_weighted","energy_weighted","temper"
"1013","Lithuania","Last Christmas",38,76,"Wham!","LAST CHRISTMAS",0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,"audio_features",27.93,18.164,46.094
"1014","Lithuania","Prisoner (feat. Dua Lipa)",37,64,"Miley Cyrus","Plastic Hearts",0.781,0.67,3,-3.912,0,0.0452,0.0103,0,0.0761,0.595,127.99,"audio_features",28.897,24.79,53.687
"1015","Lithuania","Let It Snow! Let It Snow! Let It Snow!",36,83,"Dean Martin","A Winter Romance",0.451,0.24,1,-14.014,1,0.0351,0.912,2.45e-06,0.175,0.701,134.009,"audio_features",16.236,8.64,24.876
"1016","Lithuania","Monster (Shawn Mendes & Justin Bieber)",35,90,"Shawn Mendes","Monster",0.652,0.383,2,-7.076,0,0.0516,0.0676,0,0.0828,0.549,145.765,"audio_features",22.82,13.405,36.225
"1017","Lithuania","positions",34,96,"Ariana Grande","Positions",0.737,0.802,0,-4.771,1,0.0878,0.468,0,0.0931,0.682,144.015,"audio_features",25.058,27.268,52.326
"1018","Lithuania","Breaking Me",33,91,"Topic","Breaking Me",0.789,0.72,8,-5.652,0,0.218,0.223,0,0.129,0.664,122.031,"audio_features",26.037,23.76,49.797
"1019","Lithuania","Underneath the Tree",32,81,"Kelly Clarkson","Wrapped In Red",0.509,0.812,8,-5.438,1,0.0537,0.0013,1.99e-05,0.214,0.689,159.876,"audio_features",16.288,25.984,42.272
"1020","Lithuania","Mood (feat. iann dior)",31,99,"24kGoldn","Mood (feat. iann dior)",0.7,0.722,7,-3.558,0,0.0369,0.221,0,0.272,0.756,90.989,"audio_features",21.7,22.382,44.082
"1021","Lithuania","you broke me first",30,94,"Tate McRae","you broke me first",0.642,0.374,4,-9.386,1,0.0545,0.786,0,0.0906,0.0799,124.099,"audio_features",19.26,11.22,30.48
"1022","Lithuania","Sleigh Ride",29,67,"The Ronettes","Caroling at Christmas",0.529,0.772,2,-7.013,1,0.0287,0.403,2.21e-06,0.316,0.853,91.751,"audio_features",15.341,22.388,37.729
"1023","Lithuania","Savęs",28,39,"Justinas Jarutis","Savęs",0.536,0.511,1,-7.888,1,0.0271,0.238,9.76e-06,0.0975,0.51,175.965,"audio_features",15.008,14.308,29.316
"1024","Lithuania","Midnight Sky",27,62,"Miley Cyrus","Plastic Hearts",0.699,0.805,4,-5.535,0,0.0345,0.00161,0.00177,0.249,0.232,109.976,"audio_features",18.873,21.735,40.608
"1025","Lithuania","Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)",26,82,"Frank Sinatra","Christmas Songs by Sinatra",0.652,0.259,2,-13.336,1,0.0595,0.903,0,0.362,0.836,142.169,"audio_features",16.952,6.734,23.686
"1026","Lithuania","Dynamite",25,86,"BTS","BE",0.746,0.765,6,-4.41,0,0.0993,0.0112,0,0.0936,0.737,114.044,"audio_features",18.65,19.125,37.775
"1027","Lithuania","Lonely (with benny blanco)",24,95,"Justin Bieber","Lonely (with benny blanco)",0.631,0.239,11,-7.071,0,0.0398,0.864,0,0.116,0.0927,79.859,"audio_features",15.144,5.736,20.88
"1028","Lithuania","Therefore I Am",23,94,"Billie Eilish","Therefore I Am",0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,"audio_features",20.447,7.82,28.267
"1029","Lithuania","Take You Dancing",22,91,"Jason Derulo","Take You Dancing",0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,"audio_features",17.358,15.642,33
"1030","Lithuania","Levitating (feat. DaBaby)",21,80,"Dua Lipa","Future Nostalgia",0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,"audio_features",14.742,17.325,32.067
"1031","Lithuania","Baby, It's Cold Outside (feat. Meghan Trainor)",20,76,"Brett Eldredge","Glow",0.583,0.572,1,-4.776,1,0.0366,0.738,0,0.266,0.684,113.998,"audio_features",11.66,11.44,23.1
"1032","Lithuania","Baudų Bauda - Dj Karka Remix",19,41,"Šventinis bankuchenas","Nykstančių Liaudies Dainų Remiksai",0.828,0.419,4,-15.019,1,0.186,0.618,0.0037,0.12,0.572,120.039,"audio_features",15.732,7.961,23.693
"1033","Lithuania","Head & Heart (feat. MNEK)",18,93,"Joel Corry","Head & Heart (feat. MNEK)",0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,"audio_features",13.212,15.732,28.944
"1034","Lithuania","The Business",17,87,"Tiësto","The Business",0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,"audio_features",13.566,10.54,24.106
"1035","Lithuania","Paradise (feat. Dermot Kennedy)",16,87,"MEDUZA","Paradise",0.632,0.595,8,-7.644,0,0.0401,0.0689,0,0.209,0.435,124.114,"audio_features",10.112,9.52,19.632
"1036","Lithuania","Deep End",15,88,"Fousheé","Deep End",0.711,0.592,4,-7.136,0,0.23,0.758,0,0.156,0.535,124.749,"audio_features",10.665,8.88,19.545
"1037","Lithuania","Head Shoulders Knees & Toes (feat. Norma Jean Martine)",14,84,"Ofenbach","Head Shoulders Knees & Toes (feat. Norma Jean Martine)",0.798,0.828,2,-5.36,1,0.193,0.0247,2.55e-06,0.121,0.6,124.962,"audio_features",11.172,11.592,22.764
"1038","Lithuania","Taip Jau Gavosi",13,45,"Sisters On Wire","Taip Jau Gavosi",0.679,0.627,9,-8.543,0,0.0272,0.13,0.0043,0.153,0.254,97.994,"audio_features",8.827,8.151,16.978
"1039","Lithuania","Mėlyna Mėlyna",12,46,"Sisters On Wire","Mėlyna Mėlyna",0.609,0.763,8,-6.379,1,0.0241,0.285,0.0191,0.149,0.646,89.991,"audio_features",7.308,9.156,16.464
"1040","Lithuania","Holly Jolly Christmas",11,70,"Michael Bublé","Christmas",0.647,0.465,7,-8.308,1,0.0428,0.865,0,0.0882,0.699,151.251,"audio_features",7.117,5.115,12.232
"1041","Lithuania","Watermelon Sugar",10,93,"Harry Styles","Fine Line",0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,"audio_features",5.48,8.16,13.64
"1042","Lithuania","HOLIDAY",9,87,"Lil Nas X","HOLIDAY",0.81,0.511,5,-6.924,0,0.164,0.12,0,0.0832,0.837,151.947,"audio_features",7.29,4.599,11.889
"1043","Lithuania","Išvažiuoju",8,20,"Keanu Blunt","Velniškas Greitis",0.662,0.606,0,-7.889,1,0.0288,0.166,2.04e-06,0.0947,0.249,130.027,"audio_features",5.296,4.848,10.144
"1044","Lithuania","17",7,43,"Donny Montell","17",0.641,0.787,0,-6.431,1,0.0349,0.0158,0,0.0691,0.425,115.006,"audio_features",4.487,5.509,9.996
"1045","Lithuania","Lemonade (feat. Gunna, Don Toliver & NAV)",6,90,"Internet Money","B4 The Storm",0.8,0.658,1,-6.142,0,0.079,0.25,0,0.111,0.462,140.042,"audio_features",4.8,3.948,8.748
"1046","Lithuania","Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version",5,44,"Paul McCartney","McCartney II (Special Edition)",0.774,0.511,11,-8.914,1,0.0319,0.322,0,0.0672,0.771,94.736,"audio_features",3.87,2.555,6.425
"1047","Lithuania","Jenny",4,52,"Studio Killers","Studio Killers",0.668,0.799,11,-5.701,1,0.0333,0.00305,0.0148,0.277,0.563,133.929,"audio_features",2.672,3.196,5.868
"1048","Lithuania","Feliz Navidad",3,75,"José Feliciano","The Definite Best",0.485,0.857,2,-7.059,1,0.0442,0.534,0,0.347,0.963,148.749,"audio_features",1.455,2.571,4.026
"1049","Lithuania","Jingle Bell Rock",2,59,"Bobby Helms","Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol)",0.754,0.424,2,-8.463,1,0.0363,0.643,0,0.0652,0.806,119.705,"audio_features",1.508,0.848,2.356
"1050","Lithuania","Mistletoe",1,82,"Justin Bieber","Under The Mistletoe (Deluxe Edition)",0.657,0.56,6,-9.049,0,0.0467,0.498,0,0.0794,0.854,161.993,"audio_features",0.657,0.56,1.217
"1051","Luxembourg","Blood // Water",50,81,"grandson","Blood // Water",0.51,0.882,8,-5.659,0,0.159,0.00158,0.00206,0.0764,0.653,154.029,"audio_features",25.5,44.1,69.6
"1052","Luxembourg","A92 x Fumez The Engineer - Plugged In Freestyle",49,74,"Fumez The Engineer","A92 x Fumez The Engineer - Plugged In Freestyle",0.856,0.427,2,-13.297,1,0.365,0.0958,0,0.1,0.774,144.118,"audio_features",41.944,20.923,62.867
"1053","Luxembourg","For The Night (feat. Lil Baby & DaBaby)",48,94,"Pop Smoke","Shoot For The Stars Aim For The Moon",0.823,0.586,6,-6.606,0,0.2,0.114,0,0.193,0.347,125.971,"audio_features",39.504,28.128,67.632
"1054","Luxembourg","Home",47,60,"Edith Whiskers","Stop Stealing The Covers!",0.72,0.197,2,-12.494,1,0.0361,0.981,0.00187,0.1,0.284,120.024,"audio_features",33.84,9.259,43.099
"1055","Luxembourg","Gentleman",46,71,"SL","Gentleman",0.953,0.277,1,-14.465,1,0.633,0.594,0,0.0929,0.361,119.994,"audio_features",43.838,12.742,56.58
"1056","Luxembourg","Space Cadet (feat. Gunna)",45,83,"Metro Boomin","NOT ALL HEROES WEAR CAPES (Deluxe)",0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,"audio_features",40.545,20.88,61.425
"1057","Luxembourg","Joli bébé",44,65,"Naza","Gros bébé",0.689,0.623,1,-7.206,0,0.129,0.586,0,0.103,0.26,154.95,"audio_features",30.316,27.412,57.728
"1058","Luxembourg","Just the Two of Us (feat. Bill Withers)",43,79,"Grover Washington, Jr.","Anthology",0.803,0.488,1,-9.303,1,0.0803,0.576,0.0609,0.0763,0.624,95.771,"audio_features",34.529,20.984,55.513
"1059","Luxembourg","Nous",42,49,"Julien Doré","aimée",0.811,0.567,9,-9.366,1,0.0601,0.504,0.518,0.099,0.629,111.028,"audio_features",34.062,23.814,57.876
"1060","Luxembourg","Bist du Okay",41,76,"Mark Forster","Bist du Okay",0.872,0.576,2,-7.076,1,0.149,0.0164,0,0.0642,0.305,124.998,"audio_features",35.752,23.616,59.368
"1061","Luxembourg","O Nosso Amor",40,59,"Soraia Ramos","O Nosso Amor",0.54,0.568,1,-9.788,0,0.147,0.641,7.83e-06,0.15,0.408,89.681,"audio_features",21.6,22.72,44.32
"1062","Luxembourg","Wow",39,62,"Zola","Survie",0.837,0.581,1,-6.304,0,0.401,0.376,0.000119,0.111,0.539,144.035,"audio_features",32.643,22.659,55.302
"1063","Luxembourg","Gangsta",38,53,"Instinto 26","Gangsta",0.72,0.504,9,-11.613,0,0.145,0.558,0,0.124,0.64,94.104,"audio_features",27.36,19.152,46.512
"1064","Luxembourg","Hello (feat. A Boogie Wit da Hoodie)",37,85,"Pop Smoke","Shoot For The Stars Aim For The Moon (Deluxe)",0.905,0.647,10,-5.065,0,0.107,0.0187,0,0.282,0.367,130.97,"audio_features",33.485,23.939,57.424
"1065","Luxembourg","Monet",36,75,"Alligatoah","Monet",0.852,0.795,7,-4.142,1,0.0862,0.154,0,0.192,0.931,97.029,"audio_features",30.672,28.62,59.292
"1066","Luxembourg","positions",35,96,"Ariana Grande","Positions",0.737,0.802,0,-4.771,1,0.0878,0.468,0,0.0931,0.682,144.015,"audio_features",25.795,28.07,53.865
"1067","Luxembourg","Adderall (Corvette Corvette)",34,79,"Popp Hunna","Adderall (Corvette Corvette)",0.913,0.391,4,-11.158,0,0.368,0.272,0,0.0666,0.713,141.05,"audio_features",31.042,13.294,44.336
"1068","Luxembourg","Losses",33,78,"Lil Tjay","Losses",0.848,0.457,0,-10.118,1,0.293,0.153,0,0.115,0.227,100.018,"audio_features",27.984,15.081,43.065
"1069","Luxembourg","Fever",32,72,"Dua Lipa","Future Nostalgia",0.868,0.693,6,-7.052,0,0.181,0.0597,0.00399,0.106,0.396,114.999,"audio_features",27.776,22.176,49.952
"1070","Luxembourg","Ashes",31,78,"Stellar","Ashes",0.712,0.568,5,-7.864,0,0.0546,0.0947,0,0.169,0.46,130.019,"audio_features",22.072,17.608,39.68
"1071","Luxembourg","SO DONE",30,80,"The Kid LAROI","F*CK LOVE (SAVAGE)",0.719,0.598,9,-6.254,1,0.077,0.232,0,0.115,0.303,142.592,"audio_features",21.57,17.94,39.51
"1072","Luxembourg","Real Life (feat. Stormzy)",29,70,"Burna Boy","Twice As Tall",0.594,0.568,0,-7.268,1,0.0701,0.147,4.01e-05,0.339,0.407,132.348,"audio_features",17.226,16.472,33.698
"1073","Luxembourg","Mood (feat. iann dior)",28,99,"24kGoldn","Mood (feat. iann dior)",0.7,0.722,7,-3.558,0,0.0369,0.221,0,0.272,0.756,90.989,"audio_features",19.6,20.216,39.816
"1074","Luxembourg","Doudou",27,71,"Aya Nakamura","AYA",0.773,0.609,4,-5.855,0,0.244,0.136,0,0.0729,0.697,98.071,"audio_features",20.871,16.443,37.314
"1075","Luxembourg","you broke me first",26,94,"Tate McRae","you broke me first",0.642,0.374,4,-9.386,1,0.0545,0.786,0,0.0906,0.0799,124.099,"audio_features",16.692,9.724,26.416
"1076","Luxembourg","Dans tes yeux",25,65,"Kaza","HEARTBREAK LIFE",0.678,0.485,6,-8.738,1,0.0651,0.259,0,0.174,0.251,114.076,"audio_features",16.95,12.125,29.075
"1077","Luxembourg","Big City Life",24,66,"Mattafix","Signs Of A Struggle",0.69,0.618,2,-9.36,1,0.0904,0.0175,3.26e-06,0.0891,0.733,174.038,"audio_features",16.56,14.832,31.392
"1078","Luxembourg","Eenie Meenie",23,77,"Sean Kingston","Eenie Meenie",0.72,0.607,1,-4.168,1,0.0322,0.0543,0,0.113,0.828,121.223,"audio_features",16.56,13.961,30.521
"1079","Luxembourg","Lonely (with benny blanco)",22,95,"Justin Bieber","Lonely (with benny blanco)",0.631,0.239,11,-7.071,0,0.0398,0.864,0,0.116,0.0927,79.859,"audio_features",13.882,5.258,19.14
"1080","Luxembourg","Train Wreck",21,88,"James Arthur","Back from the Edge",0.311,0.485,6,-5.726,0,0.0365,0.701,0,0.0726,0.225,77.355,"audio_features",6.531,10.185,16.716
"1081","Luxembourg","Sex Sounds",20,79,"Lil Tjay","True 2 Myself",0.857,0.427,8,-8.638,1,0.112,0.281,0,0.108,0.366,130.033,"audio_features",17.14,8.54,25.68
"1082","Luxembourg","Happiest Year",19,81,"Jaymes Young","Happiest Year",0.501,0.167,1,-14.061,1,0.0484,0.885,0,0.111,0.356,112.275,"audio_features",9.519,3.173,12.692
"1083","Luxembourg","Perto de Mim",18,52,"SYRO","Perto de Mim",0.42,0.419,2,-7.581,1,0.038,0.678,0,0.0643,0.272,115.386,"audio_features",7.56,7.542,15.102
"1084","Luxembourg","Whoopty",17,86,"CJ","Whoopty",0.711,0.598,3,-7.621,0,0.182,0.19,0,0.15,0.737,140.175,"audio_features",12.087,10.166,22.253
"1085","Luxembourg","Cabeza",16,76,"OBOY","Mafana",0.884,0.566,5,-7.398,0,0.046,0.123,3.25e-06,0.106,0.565,106.983,"audio_features",14.144,9.056,23.2
"1086","Luxembourg","Such a Whore (Stellular Remix)",15,79,"JVLA","Such a Whore (Stellular Remix)",0.624,0.614,2,-4.165,1,0.0448,0.00391,0.0278,0.187,0.139,168.87,"audio_features",9.36,9.21,18.57
"1087","Luxembourg","Put Your Records On",14,92,"Ritt Momney","Put Your Records On",0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066,"audio_features",5.586,6.874,12.46
"1088","Luxembourg","Paradise (feat. Dermot Kennedy)",13,87,"MEDUZA","Paradise",0.632,0.595,8,-7.644,0,0.0401,0.0689,0,0.209,0.435,124.114,"audio_features",8.216,7.735,15.951
"1089","Luxembourg","Deep End",12,88,"Fousheé","Deep End",0.711,0.592,4,-7.136,0,0.23,0.758,0,0.156,0.535,124.749,"audio_features",8.532,7.104,15.636
"1090","Luxembourg","MORE",11,85,"K/DA","MORE",0.66,0.787,1,-4.592,0,0.032,0.00257,0,0.323,0.199,142.018,"audio_features",7.26,8.657,15.917
"1091","Luxembourg","Papi Chulo",10,84,"Octavian","Papi Chulo",0.866,0.563,11,-6.964,0,0.108,0.185,0,0.0889,0.307,127.954,"audio_features",8.66,5.63,14.29
"1092","Luxembourg","Love Is a Bitch",9,76,"Two Feet","Love Is a Bitch",0.532,0.178,9,-9.754,0,0.0541,0.614,0.14,0.0985,0.103,149.879,"audio_features",4.788,1.602,6.39
"1093","Luxembourg","Stay Down (with 6LACK & Young Thug)",8,76,"Lil Durk","Stay Down (with 6LACK & Young Thug)",0.813,0.57,3,-8.409,0,0.265,0.0909,0,0.0982,0.676,109.07,"audio_features",6.504,4.56,11.064
"1094","Luxembourg","Amour toxic",7,72,"Dadju","Poison Ou Antidote",0.718,0.416,5,-8.758,1,0.0675,0.796,1.85e-06,0.0992,0.642,132.074,"audio_features",5.026,2.912,7.938
"1095","Luxembourg","Coffre plein",6,75,"Koba LaD","Détail",0.758,0.56,6,-6.69,0,0.0639,0.093,0,0.104,0.606,149.893,"audio_features",4.548,3.36,7.908
"1096","Luxembourg","Bande organisée",5,61,"13 Organisé","13 Organisé",0.901,0.939,6,-2.762,1,0.274,0.117,0,0.0643,0.805,142.948,"audio_features",4.505,4.695,9.2
"1097","Luxembourg","Sofia",4,89,"Clairo","Immunity",0.744,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,"audio_features",2.976,2.476,5.452
"1098","Luxembourg","You’re Mines Still (feat. Drake)",3,77,"Yung Bleu","You’re Mines Still (feat. Drake)",0.575,0.609,5,-4.88,0,0.121,0.317,0,0.105,0.339,83.004,"audio_features",1.725,1.827,3.552
"1099","Luxembourg","Lemonade (feat. Gunna, Don Toliver & NAV)",2,90,"Internet Money","B4 The Storm",0.8,0.658,1,-6.142,0,0.079,0.25,0,0.111,0.462,140.042,"audio_features",1.6,1.316,2.916
"1100","Luxembourg","BICHOTA",1,92,"KAROL G","BICHOTA",0.863,0.666,1,-4.158,0,0.152,0.212,0.000493,0.103,0.838,163.908,"audio_features",0.863,0.666,1.529
"1101","Macedonia","Wildflowers",50,53,"Grouplove","Wildflowers",0.546,0.443,5,-9.467,1,0.0305,0.652,1.73e-05,0.166,0.556,86.91,"audio_features",27.3,22.15,49.45
"1102","Macedonia","Izgubljeni Trag",49,10,"Zoran Čalić","Izgubljeni Trag",0.448,0.535,7,-9.232,1,0.0299,0.000558,0.00701,0.166,0.382,97.346,"audio_features",21.952,26.215,48.167
"1103","Macedonia","The Best Days (feat. Tabitha)",48,67,"Sam Feldt","The Best Days (feat. Tabitha)",0.667,0.827,11,-5.631,1,0.0368,0.0863,0,0.0565,0.573,107.95,"audio_features",32.016,39.696,71.712
"1104","Macedonia","All We Got (feat. KIDDO)",47,81,"Robin Schulz","All We Got (feat. KIDDO)",0.504,0.76,4,-4.246,1,0.0426,0.286,0,0.151,0.64,183.933,"audio_features",23.688,35.72,59.408
"1105","Macedonia","Fly Away",46,65,"Tones And I","Fly Away",0.805,0.515,4,-6.201,1,0.0915,0.223,0,0.238,0.488,124.969,"audio_features",37.03,23.69,60.72
"1106","Macedonia","My Head & My Heart",45,73,"Ava Max","Heaven & Hell",0.614,0.934,9,-3.709,0,0.07,0.0697,0,0.121,0.436,116.001,"audio_features",27.63,42.03,69.66
"1107","Macedonia","Hallucinate",44,79,"Dua Lipa","Future Nostalgia",0.627,0.69,10,-5.396,0,0.139,0.033,0,0.0742,0.627,122.053,"audio_features",27.588,30.36,57.948
"1108","Macedonia","Minefields",43,72,"Faouzia","Minefields",0.476,0.686,1,-5.019,0,0.11,0.183,0,0.0997,0.243,152.617,"audio_features",20.468,29.498,49.966
"1109","Macedonia","1,000,000 X Better",42,65,"Griff","1,000,000 X Better",0.746,0.775,0,-7.871,1,0.122,0.629,0.000548,0.0622,0.594,120.009,"audio_features",31.332,32.55,63.882
"1110","Macedonia","Tick Tock (feat. 24kGoldn)",41,87,"Clean Bandit","Tick Tock (feat. 24kGoldn)",0.779,0.705,0,-3.895,1,0.0344,0.369,7.91e-06,0.124,0.946,101.022,"audio_features",31.939,28.905,60.844
"1111","Macedonia","Baby, I'm Jealous (feat. Doja Cat)",40,81,"Bebe Rexha","Baby, I'm Jealous (feat. Doja Cat)",0.737,0.867,11,-2.259,0,0.0458,0.0398,0,0.32,0.506,98.05,"audio_features",29.48,34.68,64.16
"1112","Macedonia","Rest Of My Life",39,62,"JC Stewart","When The Light Hits The Room",0.72,0.752,7,-4.513,0,0.128,0.0822,0.000703,0.195,0.505,175.997,"audio_features",28.08,29.328,57.408
"1113","Macedonia","Jerusalema (feat. Nomcebo Zikode)",38,86,"Master KG","Jerusalema",0.88,0.483,1,-7.012,1,0.0504,0.0185,8.75e-06,0.0607,0.827,124.009,"audio_features",33.44,18.354,51.794
"1114","Macedonia","Como Pablo",37,37,"Khan","Como Pablo",0.66,0.769,6,-7.792,0,0.0421,0.353,0,0.0998,0.513,83.026,"audio_features",24.42,28.453,52.873
"1115","Macedonia","Dance Monkey",36,88,"Tones And I","Dance Monkey (Stripped Back) / Dance Monkey",0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,"audio_features",29.664,21.168,50.832
"1116","Macedonia","Lonely",35,77,"Joel Corry","Lonely",0.697,0.921,5,-4.283,1,0.0424,0.0946,1.9e-05,0.159,0.722,123.988,"audio_features",24.395,32.235,56.63
"1117","Macedonia","Tchop",34,72,"Aya Nakamura","AYA",0.845,0.69,11,-6.873,0,0.241,0.12,3.06e-05,0.148,0.257,97.97,"audio_features",28.73,23.46,52.19
"1118","Macedonia","Като хлапе (feat. Konstantin)",33,33,"Liyana","Като хлапе (feat. Konstantin)",0.611,0.705,3,-5.679,0,0.0325,0.196,0,0.0845,0.796,80.002,"audio_features",20.163,23.265,43.428
"1119","Macedonia","Back to the Streets (feat. Jhené Aiko)",32,77,"Saweetie","Back to the Streets (feat. Jhené Aiko)",0.865,0.792,4,-4.207,1,0.0677,0.168,1.46e-05,0.107,0.562,101.985,"audio_features",27.68,25.344,53.024
"1120","Macedonia","Blue Skies",31,58,"Birdy","Blue Skies",0.413,0.0822,6,-11.922,0,0.0562,0.981,2.62e-05,0.106,0.173,77.299,"audio_features",12.803,2.5482,15.3512
"1121","Macedonia","Fever",30,84,"Dua Lipa","Fever",0.868,0.693,6,-7.052,0,0.181,0.0597,0.00399,0.106,0.396,114.999,"audio_features",26.04,20.79,46.83
"1122","Macedonia","How Will I Know",29,41,"La Lana","How Will I Know",0.651,0.837,1,-4.955,0,0.0615,0.00357,7.14e-05,0.321,0.609,123.036,"audio_features",18.879,24.273,43.152
"1123","Macedonia","Levitating (feat. DaBaby)",28,89,"Dua Lipa","Levitating (feat. DaBaby)",0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,"audio_features",19.656,23.1,42.756
"1124","Macedonia","Tyler Herro",27,88,"Jack Harlow","Tyler Herro",0.794,0.756,5,-7.16,0,0.136,0.11,0,0.247,0.775,123.066,"audio_features",21.438,20.412,41.85
"1125","Macedonia","Hey Boy",26,72,"Sia","Hey Boy",0.572,0.623,8,-4.828,1,0.176,0.0544,0,0.0865,0.594,185.812,"audio_features",14.872,16.198,31.07
"1126","Macedonia","So Messed Up (Remix)",25,31,"La Lana","So Messed Up (Remix)",0.795,0.654,3,-5.597,0,0.0841,0.288,0,0.125,0.578,99.896,"audio_features",19.875,16.35,36.225
"1127","Macedonia","WAP (feat. Megan Thee Stallion)",24,95,"Cardi B","WAP (feat. Megan Thee Stallion)",0.935,0.454,1,-7.509,1,0.375,0.0194,0,0.0824,0.357,133.073,"audio_features",22.44,10.896,33.336
"1128","Macedonia","Really Love (feat. Craig David & Digital Farm Animals)",23,80,"KSI","Really Love (feat. Craig David & Digital Farm Animals)",0.757,0.813,10,-4.661,1,0.0438,0.0459,0,0.0741,0.668,121.034,"audio_features",17.411,18.699,36.11
"1129","Macedonia","Problems",22,69,"Anne-Marie","Problems",0.704,0.445,6,-8.345,0,0.0559,0.615,0,0.346,0.653,139.975,"audio_features",15.488,9.79,25.278
"1130","Macedonia","Take You Dancing",21,91,"Jason Derulo","Take You Dancing",0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,"audio_features",16.569,14.931,31.5
"1131","Macedonia","I Hope (feat. Charlie Puth)",20,73,"Gabby Barrett","Goldmine",0.554,0.576,6,-6.495,1,0.0399,0.171,0,0.159,0.409,74.942,"audio_features",11.08,11.52,22.6
"1132","Macedonia","New Face",19,24,"Maraaya","New Face",0.629,0.881,11,-5.158,0,0.0735,0.0356,0.000103,0.166,0.617,97.992,"audio_features",11.951,16.739,28.69
"1133","Macedonia","What That Speed Bout!?",18,78,"Mike WiLL Made-It","What That Speed Bout!?",0.755,0.81,10,-4.061,0,0.235,0.125,0,0.382,0.297,101.93,"audio_features",13.59,14.58,28.17
"1134","Macedonia","You're Not That Good For Me To Cry",17,19,"Sunnysiders","You're Not That Good For Me To Cry",0.335,0.586,9,-6.955,0,0.0346,0.0103,2.35e-05,0.106,0.336,165.028,"audio_features",5.695,9.962,15.657
"1135","Macedonia","Spicy (feat. Post Malone)",16,83,"Ty Dolla $ign","Spicy (feat. Post Malone)",0.784,0.496,7,-5.746,1,0.0435,0.14,0,0.113,0.132,100.002,"audio_features",12.544,7.936,20.48
"1136","Macedonia","The Bakery",15,65,"Melanie Martinez","K-12 (After School – Deluxe Edition)",0.91,0.562,1,-5.608,0,0.0666,0.125,4.8e-05,0.0826,0.507,102.035,"audio_features",13.65,8.43,22.08
"1137","Macedonia","Never Say Goodbye",14,44,"Audiosoulz","Never Say Goodbye",0.661,0.888,2,-3.17,0,0.0343,0.0312,0.00318,0.17,0.347,116.044,"audio_features",9.254,12.432,21.686
"1138","Macedonia","In Your Eyes (feat. Alida)",13,79,"Robin Schulz","In Your Eyes (feat. Alida)",0.57,0.672,8,-5.89,0,0.0723,0.177,0,0.0768,0.448,120.019,"audio_features",7.41,8.736,16.146
"1139","Macedonia","Real Groove",12,52,"Kylie Minogue","DISCO (Deluxe)",0.816,0.596,5,-6.122,0,0.0571,0.0535,0.000481,0.0857,0.527,116.995,"audio_features",9.792,7.152,16.944
"1140","Macedonia","Head & Heart (feat. MNEK)",11,93,"Joel Corry","Head & Heart (feat. MNEK)",0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,"audio_features",8.074,9.614,17.688
"1141","Macedonia","Top Say",10,63,"YoungBoy Never Broke Again","Until I Return",0.841,0.654,9,-6.448,0,0.37,0.0228,0,0.138,0.643,79.952,"audio_features",8.41,6.54,14.95
"1142","Macedonia","The Business",9,87,"Tiësto","The Business",0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,"audio_features",7.182,5.58,12.762
"1143","Macedonia","Head Shoulders Knees & Toes (feat. Norma Jean Martine)",8,84,"Ofenbach","Head Shoulders Knees & Toes (feat. Norma Jean Martine)",0.798,0.828,2,-5.36,1,0.193,0.0247,2.55e-06,0.121,0.6,124.962,"audio_features",6.384,6.624,13.008
"1144","Macedonia","Let's Love",7,82,"David Guetta","Let's Love",0.662,0.868,5,-4.025,1,0.0341,0.00882,0.00244,0.584,0.353,92.998,"audio_features",4.634,6.076,10.71
"1145","Macedonia","OMG What's Happening",6,53,"Ava Max","OMG What's Happening",0.698,0.854,9,-3.84,0,0.0451,0.101,0,0.107,0.931,124.042,"audio_features",4.188,5.124,9.312
